Channel 1,Channel 2,Channel 3,Channel 4
1.000,24.960,1001.710,47.220
0.000,23.360,1001.700,53.930
1.000,24.960,1001.710,47.220
0.000,23.360,1001.690,54.000
1.000,24.960,1001.680,47.210
0.000,23.360,1001.690,53.850
1.000,24.950,1001.680,47.210
0.000,23.360,1001.710,53.620
1.000,24.960,1001.690,47.190
0.000,23.350,1001.710,53.620
1.000,24.950,1001.700,47.190
0.000,23.360,1001.700,53.810
1.000,24.950,1001.710,47.160
0.000,23.370,1001.700,54.180
1.000,24.950,1001.720,47.180
0.000,23.360,1001.680,54.210
1.000,24.950,1001.690,47.180
0.000,23.360,1001.710,54.230
1.000,24.950,1001.700,47.200
0.000,23.360,1001.710,54.230
1.000,24.950,1001.720,47.220
0.000,23.370,1001.710,54.490
1.000,24.950,1001.690,47.230
0.000,23.360,1001.680,54.620
1.000,24.940,1001.700,47.250
0.000,23.360,1001.670,54.240
1.000,24.940,1001.700,47.250
0.000,23.360,1001.680,54.000
1.000,24.940,1001.680,47.270
0.000,23.360,1001.710,53.770
1.000,24.950,1001.710,47.290
0.000,23.360,1001.670,53.600
1.000,24.940,1001.710,47.310
0.000,23.360,1001.690,53.630
1.000,24.940,1001.700,47.330
0.000,23.360,1001.690,53.580
1.000,24.940,1001.660,47.340
0.000,23.360,1001.700,53.560
1.000,24.940,1001.700,47.350
0.000,23.360,1001.680,53.980
1.000,24.940,1001.680,47.350
0.000,23.360,1001.670,54.210
1.000,24.940,1001.670,47.370
0.000,23.360,1001.680,54.280
1.000,24.930,1001.690,47.390
0.000,23.360,1001.700,54.540
1.000,24.930,1001.670,47.390
0.000,23.360,1001.680,54.640
1.000,24.930,1001.690,47.420
0.000,23.350,1001.670,54.230
1.000,24.930,1001.690,47.420
0.000,23.350,1001.700,53.960
1.000,24.930,1001.670,47.430
0.000,23.350,1001.700,53.960
1.000,24.930,1001.670,47.440
0.000,23.350,1001.670,53.820
1.000,24.930,1001.700,47.460
0.000,23.340,1001.700,53.730
1.000,24.930,1001.700,47.460
0.000,23.350,1001.680,53.670
1.000,24.930,1001.700,47.490
0.000,23.350,1001.690,53.630
1.000,24.930,1001.680,47.500
0.000,23.350,1001.690,53.600
1.000,24.930,1001.700,47.520
0.000,23.340,1001.680,53.520
1.000,24.930,1001.690,47.550
0.000,23.340,1001.680,53.560
1.000,24.930,1001.670,47.560
0.000,23.340,1001.700,53.590
1.000,24.920,1001.680,47.580
0.000,23.340,1001.700,53.690
1.000,24.920,1001.690,47.590
0.000,23.340,1001.690,54.050
1.000,24.920,1001.700,47.620
0.000,23.340,1001.690,54.170
1.000,24.920,1001.680,47.600
0.000,23.340,1001.660,53.950
1.000,24.920,1001.690,47.660
0.000,23.340,1001.690,53.730
1.000,24.920,1001.690,47.730
0.000,23.340,1001.700,53.660
1.000,24.920,1001.690,47.710
0.000,23.340,1001.680,53.650
1.000,24.920,1001.690,47.730
0.000,23.340,1001.690,53.570
1.000,24.920,1001.700,47.760
0.000,23.330,1001.690,53.520
1.000,24.910,1001.690,47.780
0.000,23.330,1001.690,53.520
1.000,24.910,1001.690,47.780
0.000,23.330,1001.700,53.580
1.000,24.910,1001.690,47.800
0.000,23.330,1001.700,53.680
1.000,24.910,1001.690,47.830
0.000,23.330,1001.710,54.090
1.000,24.910,1001.690,47.850
0.000,23.340,1001.720,54.020
1.000,24.910,1001.680,47.870
0.000,23.330,1001.700,53.880
1.000,24.900,1001.690,47.900
0.000,23.330,1001.680,54.340
1.000,24.910,1001.690,47.930
0.000,23.340,1001.710,54.610
1.000,24.910,1001.680,47.960
0.000,23.330,1001.710,54.330
1.000,24.910,1001.710,47.980
0.000,23.330,1001.690,54.450
1.000,24.900,1001.690,48.010
0.000,23.330,1001.700,54.330
1.000,24.900,1001.670,48.000
0.000,23.330,1001.700,54.200
1.000,24.900,1001.690,47.990
0.000,23.320,1001.680,54.570
1.000,24.910,1001.720,48.050
0.000,23.330,1001.730,55.030
1.000,24.900,1001.670,48.060
0.000,23.330,1001.700,54.960
1.000,24.900,1001.700,48.080
0.000,23.330,1001.700,54.790
1.000,24.900,1001.710,48.090
0.000,23.330,1001.700,54.910
1.000,24.900,1001.690,48.110
0.000,23.330,1001.700,54.910
1.000,24.900,1001.690,48.110
0.000,23.330,1001.690,54.820
1.000,24.900,1001.700,48.120
0.000,23.330,1001.690,54.520
1.000,24.900,1001.690,48.120
0.000,23.330,1001.730,54.380
1.000,24.910,1001.680,48.130
0.000,23.330,1001.710,54.400
1.000,24.900,1001.670,48.150
0.000,23.320,1001.690,54.310
1.000,24.900,1001.680,48.180
0.000,23.320,1001.710,54.400
1.000,24.900,1001.660,48.190
0.000,23.320,1001.700,54.410
1.000,24.900,1001.690,48.200
0.000,23.320,1001.670,54.350
1.000,24.910,1001.670,48.190
0.000,23.320,1001.680,54.280
1.000,24.900,1001.680,48.200
0.000,23.330,1001.700,54.330
1.000,24.910,1001.680,48.130
0.000,23.320,1001.710,54.330
1.000,24.910,1001.680,48.220
0.000,23.320,1001.660,54.380
1.000,24.910,1001.680,48.250
0.000,23.320,1001.680,54.400
1.000,24.910,1001.690,48.270
0.000,23.320,1001.680,54.280
1.000,24.910,1001.660,48.280
0.000,23.330,1001.710,54.540
1.000,24.910,1001.660,48.280
0.000,23.330,1001.670,54.980
1.000,24.900,1001.660,48.320
0.000,23.330,1001.700,55.440
1.000,24.900,1001.670,48.350
0.000,23.330,1001.700,55.440
1.000,24.900,1001.650,48.390
0.000,23.330,1001.700,55.500
1.000,24.910,1001.630,48.420
0.000,23.330,1001.680,55.100
1.000,24.900,1001.670,48.460
0.000,23.320,1001.670,54.740
1.000,24.900,1001.650,48.480
0.000,23.320,1001.690,54.680
1.000,24.900,1001.660,48.500
0.000,23.330,1001.710,54.900
1.000,24.900,1001.670,48.540
0.000,23.330,1001.710,54.690
1.000,24.900,1001.700,48.560
0.000,23.320,1001.670,54.410
1.000,24.900,1001.680,48.600
0.000,23.320,1001.680,54.270
1.000,24.900,1001.660,48.620
0.000,23.320,1001.670,54.250
1.000,24.900,1001.690,48.640
0.000,23.320,1001.680,54.260
1.000,24.890,1001.670,48.670
0.000,23.320,1001.680,54.650
1.000,24.890,1001.660,48.670
0.000,23.310,1001.690,54.560
1.000,24.890,1001.690,48.680
0.000,23.310,1001.670,54.490
1.000,24.900,1001.670,48.690
0.000,23.310,1001.660,54.510
1.000,24.890,1001.670,48.710
0.000,23.300,1001.660,54.430
1.000,24.890,1001.670,48.710
0.000,23.310,1001.680,54.410
1.000,24.900,1001.710,48.750
0.000,23.310,1001.660,54.480
1.000,24.890,1001.680,48.760
0.000,23.310,1001.660,54.480
1.000,24.890,1001.670,48.770
0.000,23.310,1001.690,54.670
1.000,24.900,1001.720,48.790
0.000,23.310,1001.690,54.940
1.000,24.890,1001.680,48.790
0.000,23.310,1001.680,54.760
1.000,24.890,1001.670,48.790
0.000,23.300,1001.660,54.570
1.000,24.890,1001.670,48.800
0.000,23.300,1001.700,54.510
1.000,24.890,1001.690,48.800
0.000,23.310,1001.680,54.550
1.000,24.890,1001.700,48.800
0.000,23.300,1001.650,54.480
1.000,24.890,1001.680,48.810
0.000,23.300,1001.710,54.430
1.000,24.890,1001.690,48.800
0.000,23.300,1001.690,54.930
1.000,24.890,1001.680,48.810
0.000,23.300,1001.680,55.440
1.000,24.890,1001.680,48.810
0.000,23.300,1001.680,55.130
1.000,24.900,1001.690,48.810
0.000,23.300,1001.670,55.230
1.000,24.890,1001.700,48.820
0.000,23.300,1001.650,55.250
1.000,24.890,1001.700,48.820
0.000,23.300,1001.670,55.280
1.000,24.890,1001.700,48.820
0.000,23.300,1001.680,55.300
1.000,24.890,1001.680,48.820
0.000,23.300,1001.680,55.230
1.000,24.890,1001.680,48.830
0.000,23.300,1001.680,55.230
1.000,24.890,1001.690,48.830
0.000,23.300,1001.660,55.210
1.000,24.890,1001.660,48.860
0.000,23.300,1001.670,55.120
1.000,24.890,1001.680,48.880
0.000,23.300,1001.700,55.010
1.000,24.890,1001.670,48.890
0.000,23.300,1001.670,55.080
1.000,24.880,1001.670,48.890
0.000,23.300,1001.660,54.930
1.000,24.880,1001.670,48.870
0.000,23.300,1001.700,54.850
1.000,24.890,1001.670,48.840
0.000,23.300,1001.690,54.750
1.000,24.890,1001.670,48.830
0.000,23.300,1001.660,54.840
1.000,24.890,1001.670,48.810
0.000,23.300,1001.650,55.300
1.000,24.890,1001.700,48.810
0.000,23.300,1001.650,55.340
1.000,24.880,1001.670,48.820
0.000,23.300,1001.670,55.170
1.000,24.880,1001.690,48.890
0.000,23.300,1001.670,55.190
1.000,24.880,1001.680,48.830
0.000,23.300,1001.680,55.280
1.000,24.880,1001.680,48.830
0.000,23.300,1001.690,55.140
1.000,24.880,1001.690,48.830
0.000,23.300,1001.660,55.210
1.000,24.880,1001.700,48.840
0.000,23.290,1001.660,55.120
1.000,24.880,1001.700,48.850
0.000,23.290,1001.660,55.120
1.000,24.880,1001.670,48.840
0.000,23.290,1001.670,54.960
1.000,24.880,1001.660,48.850
0.000,23.290,1001.670,54.910
1.000,24.880,1001.660,48.880
0.000,23.290,1001.680,54.870
1.000,24.880,1001.690,48.900
0.000,23.290,1001.710,54.740
1.000,24.870,1001.660,48.920
0.000,23.280,1001.670,54.640
1.000,24.870,1001.670,48.950
0.000,23.290,1001.660,54.600
1.000,24.870,1001.680,48.980
0.000,23.290,1001.660,54.600
1.000,24.880,1001.680,49.020
0.000,23.290,1001.670,54.570
1.000,24.870,1001.650,49.010
0.000,23.290,1001.670,54.590
1.000,24.870,1001.680,49.060
0.000,23.280,1001.670,54.620
1.000,24.870,1001.680,49.080
0.000,23.290,1001.680,54.800
1.000,24.870,1001.690,49.130
0.000,23.290,1001.670,55.020
1.000,24.870,1001.670,49.150
0.000,23.280,1001.640,54.910
1.000,24.870,1001.670,49.150
0.000,23.290,1001.640,54.780
1.000,24.870,1001.680,49.160
0.000,23.290,1001.680,54.840
1.000,24.870,1001.670,49.160
0.000,23.290,1001.660,54.750
1.000,24.870,1001.660,49.130
0.000,23.290,1001.660,54.750
1.000,24.870,1001.680,49.120
0.000,23.280,1001.670,55.180
1.000,24.870,1001.690,49.100
0.000,23.280,1001.670,55.550
1.000,24.870,1001.660,49.090
0.000,23.280,1001.680,55.180
1.000,24.870,1001.690,49.090
0.000,23.290,1001.630,54.880
1.000,24.870,1001.680,49.110
0.000,23.280,1001.660,54.670
1.000,24.860,1001.650,49.090
0.000,23.280,1001.660,54.570
1.000,24.870,1001.680,49.120
0.000,23.280,1001.670,54.550
1.000,24.870,1001.680,49.120
0.000,23.280,1001.670,54.840
1.000,24.860,1001.670,49.150
0.000,23.280,1001.690,55.180
1.000,24.860,1001.660,49.160
0.000,23.280,1001.680,55.100
1.000,24.870,1001.670,49.180
0.000,23.280,1001.690,54.940
1.000,24.870,1001.650,49.200
0.000,23.280,1001.670,54.870
1.000,24.870,1001.650,49.200
0.000,23.280,1001.680,54.800
1.000,24.860,1001.650,49.230
0.000,23.280,1001.640,54.940
1.000,24.860,1001.660,49.250
0.000,23.280,1001.650,55.380
1.000,24.860,1001.630,49.270
0.000,23.280,1001.660,55.440
1.000,24.860,1001.650,49.300
0.000,23.280,1001.660,55.440
1.000,24.860,1001.640,49.320
0.000,23.280,1001.690,55.150
1.000,24.860,1001.610,49.340
0.000,23.280,1001.650,55.320
1.000,24.860,1001.640,49.370
0.000,23.270,1001.670,55.210
1.000,24.860,1001.640,49.380
0.000,23.270,1001.650,55.520
1.000,24.860,1001.640,49.340
0.000,23.270,1001.640,55.290
1.000,24.860,1001.620,49.400
0.000,23.280,1001.660,55.140
1.000,24.850,1001.640,49.450
0.000,23.270,1001.670,55.100
1.000,24.860,1001.630,49.410
0.000,23.280,1001.660,55.300
1.000,24.860,1001.640,49.430
0.000,23.280,1001.650,55.390
1.000,24.860,1001.650,49.440
0.000,23.280,1001.660,55.300
1.000,24.860,1001.650,49.460
0.000,23.280,1001.660,55.220
1.000,24.860,1001.670,49.470
0.000,23.270,1001.650,55.250
1.000,24.860,1001.670,49.470
0.000,23.280,1001.660,55.350
1.000,24.850,1001.630,49.500
0.000,23.270,1001.630,55.510
1.000,24.850,1001.670,49.500
0.000,23.280,1001.630,55.950
1.000,24.860,1001.630,49.500
0.000,23.280,1001.650,56.420
1.000,24.860,1001.650,49.510
0.000,23.280,1001.630,56.710
1.000,24.860,1001.640,49.520
0.000,23.280,1001.630,56.710
1.000,24.860,1001.630,49.520
0.000,23.280,1001.660,56.410
1.000,24.850,1001.650,49.530
0.000,23.280,1001.640,55.940
1.000,24.860,1001.640,49.530
0.000,23.280,1001.660,55.690
1.000,24.850,1001.620,49.520
0.000,23.280,1001.630,55.590
1.000,24.860,1001.640,49.510
0.000,23.280,1001.650,55.470
1.000,24.860,1001.640,49.520
0.000,23.280,1001.620,55.360
1.000,24.860,1001.620,49.530
0.000,23.270,1001.650,55.280
1.000,24.860,1001.620,49.540
0.000,23.280,1001.640,55.300
1.000,24.860,1001.630,49.540
0.000,23.280,1001.670,55.330
1.000,24.870,1001.650,49.560
0.000,23.280,1001.640,55.400
1.000,24.870,1001.650,49.560
0.000,23.270,1001.680,55.340
1.000,24.870,1001.650,49.570
0.000,23.280,1001.660,55.290
1.000,24.870,1001.630,49.560
0.000,23.280,1001.650,55.260
1.000,24.860,1001.600,49.530
0.000,23.270,1001.630,55.230
1.000,24.870,1001.640,49.510
0.000,23.280,1001.680,55.230
1.000,24.860,1001.630,49.500
0.000,23.270,1001.640,55.240
1.000,24.870,1001.640,49.490
0.000,23.270,1001.640,55.240
1.000,24.860,1001.650,49.470
0.000,23.270,1001.640,55.290
1.000,24.860,1001.640,49.490
0.000,23.280,1001.670,55.300
1.000,24.870,1001.650,49.490
0.000,23.270,1001.650,55.240
1.000,24.870,1001.650,49.500
0.000,23.270,1001.660,55.210
1.000,24.870,1001.640,49.510
0.000,23.280,1001.660,55.250
1.000,24.870,1001.650,49.560
0.000,23.280,1001.670,55.330
1.000,24.870,1001.650,49.560
0.000,23.280,1001.670,55.310
1.000,24.870,1001.680,49.570
0.000,23.270,1001.670,55.260
1.000,24.870,1001.650,49.590
0.000,23.280,1001.670,55.330
1.000,24.870,1001.650,49.590
0.000,23.270,1001.660,55.360
1.000,24.870,1001.670,49.620
0.000,23.280,1001.670,55.310
1.000,24.870,1001.630,49.640
0.000,23.270,1001.640,55.360
1.000,24.870,1001.630,49.640
0.000,23.270,1001.670,55.470
1.000,24.870,1001.640,49.660
0.000,23.270,1001.650,55.720
1.000,24.870,1001.650,49.670
0.000,23.280,1001.640,55.820
1.000,24.870,1001.660,49.700
0.000,23.280,1001.670,55.840
1.000,24.870,1001.620,49.720
0.000,23.280,1001.670,55.840
1.000,24.870,1001.660,49.730
0.000,23.280,1001.650,55.710
1.000,24.870,1001.640,49.740
0.000,23.280,1001.630,55.670
1.000,24.870,1001.640,49.770
0.000,23.280,1001.660,55.530
1.000,24.870,1001.650,49.770
0.000,23.280,1001.650,55.400
1.000,24.870,1001.650,49.800
0.000,23.280,1001.670,55.290
1.000,24.870,1001.620,49.830
0.000,23.280,1001.670,55.250
1.000,24.870,1001.660,49.880
0.000,23.270,1001.670,55.280
1.000,24.860,1001.630,49.880
0.000,23.270,1001.660,55.300
1.000,24.860,1001.630,49.900
0.000,23.270,1001.650,55.370
1.000,24.860,1001.680,49.920
0.000,23.280,1001.690,55.370
1.000,24.860,1001.680,49.920
0.000,23.280,1001.670,55.400
1.000,24.860,1001.660,49.940
0.000,23.280,1001.650,55.400
1.000,24.860,1001.620,49.960
0.000,23.270,1001.630,55.330
1.000,24.870,1001.670,49.970
0.000,23.270,1001.640,55.280
1.000,24.860,1001.650,49.970
0.000,23.270,1001.660,55.410
1.000,24.860,1001.670,49.980
0.000,23.270,1001.650,55.590
1.000,24.860,1001.640,49.980
0.000,23.280,1001.640,55.530
1.000,24.860,1001.610,49.980
0.000,23.280,1001.640,55.530
1.000,24.860,1001.660,49.980
0.000,23.270,1001.610,55.400
1.000,24.860,1001.640,49.990
0.000,23.280,1001.650,55.360
1.000,24.860,1001.640,50.030
0.000,23.280,1001.650,55.460
1.000,24.860,1001.640,50.030
0.000,23.270,1001.650,55.360
1.000,24.860,1001.640,50.040
0.000,23.270,1001.620,55.300
1.000,24.860,1001.640,50.040
0.000,23.270,1001.660,55.280
1.000,24.860,1001.630,50.050
0.000,23.260,1001.650,55.240
1.000,24.860,1001.630,50.050
0.000,23.260,1001.640,55.240
1.000,24.860,1001.630,50.060
0.000,23.260,1001.650,55.200
1.000,24.860,1001.660,50.080
0.000,23.260,1001.650,55.180
1.000,24.860,1001.620,50.110
0.000,23.270,1001.640,55.680
1.000,24.850,1001.650,50.130
0.000,23.260,1001.630,56.360
1.000,24.850,1001.650,50.130
0.000,23.270,1001.630,56.500
1.000,24.850,1001.620,50.140
0.000,23.270,1001.650,56.310
1.000,24.850,1001.620,50.140
0.000,23.270,1001.630,56.110
1.000,24.850,1001.640,50.140
0.000,23.270,1001.630,56.110
1.000,24.850,1001.620,50.140
0.000,23.270,1001.660,55.980
1.000,24.850,1001.640,50.140
0.000,23.260,1001.660,55.970
1.000,24.850,1001.620,50.130
0.000,23.270,1001.650,56.050
1.000,24.850,1001.640,50.120
0.000,23.270,1001.650,56.010
1.000,24.850,1001.650,50.090
0.000,23.270,1001.640,56.050
1.000,24.850,1001.650,50.110
0.000,23.270,1001.660,55.810
1.000,24.850,1001.610,50.110
0.000,23.260,1001.660,55.840
1.000,24.850,1001.610,50.110
0.000,23.270,1001.660,55.920
1.000,24.850,1001.640,50.120
0.000,23.270,1001.640,56.160
1.000,24.860,1001.640,50.120
0.000,23.270,1001.660,56.280
1.000,24.850,1001.630,50.130
0.000,23.270,1001.640,56.200
1.000,24.850,1001.640,50.130
0.000,23.270,1001.670,56.180
1.000,24.850,1001.640,50.120
0.000,23.270,1001.710,56.240
1.000,24.850,1001.660,50.130
0.000,23.270,1001.660,56.200
1.000,24.850,1001.650,50.130
0.000,23.270,1001.690,56.420
1.000,24.850,1001.660,50.140
0.000,23.280,1001.680,56.220
1.000,24.850,1001.630,50.150
0.000,23.260,1001.660,55.930
1.000,24.850,1001.660,50.150
0.000,23.260,1001.660,55.930
1.000,24.850,1001.640,50.150
0.000,23.260,1001.650,55.900
1.000,24.850,1001.640,50.160
0.000,23.270,1001.660,55.880
1.000,24.850,1001.640,50.150
0.000,23.270,1001.650,55.690
1.000,24.850,1001.640,50.190
0.000,23.270,1001.680,55.550
1.000,24.850,1001.650,50.200
0.000,23.260,1001.640,55.670
1.000,24.850,1001.640,50.210
0.000,23.270,1001.670,56.460
1.000,24.850,1001.640,50.210
0.000,23.260,1001.670,56.650
1.000,24.850,1001.640,50.220
0.000,23.270,1001.680,56.570
1.000,24.850,1001.650,50.220
0.000,23.260,1001.660,56.460
1.000,24.850,1001.650,50.230
0.000,23.260,1001.660,56.260
1.000,24.860,1001.650,50.240
0.000,23.260,1001.650,56.110
1.000,24.850,1001.630,50.250
0.000,23.260,1001.640,56.100
1.000,24.850,1001.670,50.260
0.000,23.270,1001.660,56.210
1.000,24.850,1001.630,50.260
0.000,23.260,1001.640,56.280
1.000,24.850,1001.660,50.280
0.000,23.260,1001.670,56.140
1.000,24.850,1001.630,50.290
0.000,23.270,1001.660,56.040
1.000,24.850,1001.650,50.300
0.000,23.270,1001.660,56.040
1.000,24.850,1001.650,50.330
0.000,23.260,1001.640,55.890
1.000,24.850,1001.640,50.360
0.000,23.260,1001.660,55.680
1.000,24.850,1001.650,50.370
0.000,23.260,1001.640,55.930
1.000,24.850,1001.630,50.420
0.000,23.260,1001.660,56.140
1.000,24.860,1001.660,50.400
0.000,23.260,1001.660,56.280
1.000,24.860,1001.660,50.400
0.000,23.270,1001.650,56.710
1.000,24.850,1001.630,50.420
0.000,23.260,1001.630,56.750
1.000,24.850,1001.640,50.430
0.000,23.260,1001.640,56.450
1.000,24.850,1001.640,50.420
0.000,23.270,1001.680,56.170
1.000,24.850,1001.630,50.420
0.000,23.270,1001.680,55.970
1.000,24.850,1001.640,50.410
0.000,23.260,1001.650,55.830
1.000,24.850,1001.630,50.390
0.000,23.260,1001.670,55.880
1.000,24.850,1001.620,50.360
0.000,23.260,1001.670,55.810
1.000,24.850,1001.640,50.330
0.000,23.260,1001.700,55.820
1.000,24.850,1001.640,50.300
0.000,23.250,1001.670,55.970
1.000,24.850,1001.630,50.290
0.000,23.250,1001.660,55.830
1.000,24.850,1001.650,50.270
0.000,23.250,1001.660,55.830
1.000,24.850,1001.650,50.260
0.000,23.250,1001.680,55.820
1.000,24.850,1001.640,50.250
0.000,23.250,1001.680,56.080
1.000,24.850,1001.640,50.260
0.000,23.250,1001.640,55.930
1.000,24.850,1001.640,50.260
0.000,23.250,1001.640,55.770
1.000,24.850,1001.640,50.260
0.000,23.240,1001.650,55.700
1.000,24.850,1001.630,50.290
0.000,23.250,1001.640,55.830
1.000,24.860,1001.640,50.270
0.000,23.240,1001.640,56.030
1.000,24.850,1001.640,50.270
0.000,23.250,1001.630,56.360
1.000,24.850,1001.620,50.270
0.000,23.250,1001.660,56.630
1.000,24.860,1001.650,50.270
0.000,23.250,1001.680,56.690
1.000,24.860,1001.610,50.280
0.000,23.250,1001.680,56.590
1.000,24.860,1001.650,50.290
0.000,23.250,1001.640,56.560
1.000,24.860,1001.640,50.310
0.000,23.240,1001.650,56.620
1.000,24.860,1001.630,50.330
0.000,23.240,1001.650,56.280
1.000,24.860,1001.630,50.360
0.000,23.240,1001.630,56.510
1.000,24.860,1001.650,50.390
0.000,23.240,1001.650,56.470
1.000,24.860,1001.660,50.410
0.000,23.240,1001.650,56.470
1.000,24.860,1001.640,50.420
0.000,23.250,1001.670,56.260
1.000,24.860,1001.670,50.430
0.000,23.250,1001.670,56.190
1.000,24.860,1001.640,50.430
0.000,23.250,1001.650,56.030
1.000,24.860,1001.640,50.430
0.000,23.240,1001.650,55.920
1.000,24.860,1001.630,50.420
0.000,23.240,1001.670,55.990
1.000,24.860,1001.680,50.410
0.000,23.240,1001.650,55.930
1.000,24.860,1001.670,50.450
0.000,23.240,1001.650,55.840
1.000,24.860,1001.650,50.420
0.000,23.240,1001.670,55.800
1.000,24.860,1001.670,50.420
0.000,23.240,1001.680,55.870
1.000,24.860,1001.650,50.430
0.000,23.230,1001.630,55.960
1.000,24.850,1001.630,50.460
0.000,23.240,1001.670,56.070
1.000,24.860,1001.660,50.450
0.000,23.230,1001.670,56.210
1.000,24.850,1001.630,50.460
0.000,23.230,1001.670,56.050
1.000,24.850,1001.660,50.460
0.000,23.230,1001.660,55.880
1.000,24.850,1001.660,50.460
0.000,23.230,1001.640,55.880
1.000,24.860,1001.640,50.470
0.000,23.230,1001.660,56.000
1.000,24.850,1001.640,50.490
0.000,23.230,1001.660,56.000
1.000,24.850,1001.640,50.520
0.000,23.220,1001.630,56.440
1.000,24.850,1001.620,50.530
0.000,23.230,1001.620,56.750
1.000,24.850,1001.640,50.500
0.000,23.220,1001.630,56.450
1.000,24.850,1001.640,50.500
0.000,23.220,1001.650,56.240
1.000,24.850,1001.640,50.550
0.000,23.230,1001.670,56.130
1.000,24.850,1001.630,50.600
0.000,23.220,1001.660,56.120
1.000,24.850,1001.640,50.580
0.000,23.220,1001.640,56.430
1.000,24.850,1001.610,50.600
0.000,23.230,1001.670,56.500
1.000,24.850,1001.660,50.630
0.000,23.230,1001.670,56.670
1.000,24.850,1001.630,50.640
0.000,23.230,1001.680,56.880
1.000,24.850,1001.640,50.670
0.000,23.230,1001.620,56.770
1.000,24.840,1001.630,50.710
0.000,23.230,1001.680,56.810
1.000,24.840,1001.630,50.750
0.000,23.230,1001.670,57.030
1.000,24.840,1001.640,50.770
0.000,23.230,1001.670,57.120
1.000,24.840,1001.620,50.770
0.000,23.230,1001.660,56.960
1.000,24.840,1001.640,50.770
0.000,23.240,1001.640,56.700
1.000,24.840,1001.630,50.740
0.000,23.230,1001.650,56.510
1.000,24.840,1001.660,50.710
0.000,23.230,1001.650,56.510
1.000,24.840,1001.660,50.680
0.000,23.220,1001.640,56.370
1.000,24.840,1001.660,50.680
0.000,23.220,1001.650,56.270
1.000,24.840,1001.650,50.690
0.000,23.230,1001.650,56.590
1.000,24.830,1001.650,50.650
0.000,23.220,1001.610,56.400
1.000,24.840,1001.640,50.680
0.000,23.230,1001.640,56.500
1.000,24.830,1001.640,50.700
0.000,23.220,1001.630,56.970
1.000,24.830,1001.630,50.740
0.000,23.230,1001.620,56.790
1.000,24.830,1001.610,50.760
0.000,23.220,1001.640,56.720
1.000,24.830,1001.640,50.780
0.000,23.220,1001.630,57.080
1.000,24.830,1001.610,50.810
0.000,23.220,1001.630,57.120
1.000,24.830,1001.630,50.790
0.000,23.220,1001.630,56.640
1.000,24.830,1001.640,50.780
0.000,23.220,1001.620,56.680
1.000,24.830,1001.630,50.780
0.000,23.220,1001.630,57.070
1.000,24.830,1001.630,50.810
0.000,23.220,1001.630,57.220
1.000,24.830,1001.650,50.840
0.000,23.230,1001.640,56.820
1.000,24.830,1001.620,50.890
0.000,23.220,1001.630,56.570
1.000,24.830,1001.650,50.910
0.000,23.220,1001.630,56.570
1.000,24.830,1001.650,50.910
0.000,23.220,1001.610,56.460
1.000,24.830,1001.650,50.930
0.000,23.230,1001.660,56.750
1.000,24.820,1001.630,50.930
0.000,23.220,1001.600,56.730
1.000,24.830,1001.620,50.970
0.000,23.220,1001.590,56.490
1.000,24.830,1001.660,51.040
0.000,23.220,1001.630,56.430
1.000,24.820,1001.630,51.030
0.000,23.220,1001.640,56.740
1.000,24.820,1001.630,51.050
0.000,23.220,1001.630,56.940
1.000,24.820,1001.640,51.070
0.000,23.220,1001.640,56.800
1.000,24.820,1001.640,51.090
0.000,23.220,1001.650,56.920
1.000,24.820,1001.650,51.070
0.000,23.220,1001.640,56.940
1.000,24.810,1001.650,51.060
0.000,23.220,1001.640,56.810
1.000,24.820,1001.650,51.030
0.000,23.220,1001.630,56.890
1.000,24.820,1001.630,50.990
0.000,23.220,1001.650,56.880
1.000,24.810,1001.650,50.980
0.000,23.230,1001.650,56.870
1.000,24.820,1001.610,50.980
0.000,23.220,1001.640,56.710
1.000,24.810,1001.630,50.990
0.000,23.220,1001.640,56.710
1.000,24.810,1001.630,50.990
0.000,23.220,1001.680,56.680
1.000,24.810,1001.660,50.990
0.000,23.220,1001.640,56.480
1.000,24.810,1001.670,50.980
0.000,23.220,1001.670,56.420
1.000,24.810,1001.630,50.980
0.000,23.220,1001.650,56.390
1.000,24.810,1001.640,50.980
0.000,23.220,1001.670,56.410
1.000,24.810,1001.690,50.970
0.000,23.220,1001.670,56.420
1.000,24.810,1001.670,50.980
0.000,23.220,1001.670,56.790
1.000,24.810,1001.640,50.970
0.000,23.220,1001.660,57.030
1.000,24.810,1001.660,50.940
0.000,23.220,1001.650,56.880
1.000,24.810,1001.670,50.920
0.000,23.210,1001.640,56.660
1.000,24.810,1001.670,50.930
0.000,23.220,1001.700,56.830
1.000,24.810,1001.670,50.940
0.000,23.220,1001.680,56.920
1.000,24.810,1001.670,50.960
0.000,23.220,1001.670,56.950
1.000,24.810,1001.660,50.970
0.000,23.220,1001.670,57.040
1.000,24.800,1001.680,50.960
0.000,23.220,1001.660,56.960
1.000,24.810,1001.680,50.970
0.000,23.220,1001.650,56.800
1.000,24.810,1001.680,50.970
0.000,23.220,1001.680,56.880
1.000,24.800,1001.680,50.980
0.000,23.220,1001.680,56.880
1.000,24.810,1001.660,50.990
0.000,23.220,1001.660,56.940
1.000,24.810,1001.670,51.000
0.000,23.220,1001.680,56.870
1.000,24.810,1001.660,51.010
0.000,23.210,1001.660,56.840
1.000,24.810,1001.670,51.000
0.000,23.210,1001.670,56.790
