Channel 1,Channel 2,Channel 3,Channel 4
0.000,23.310,1002.600,47.860
1.000,24.660,1002.570,42.400
0.000,23.310,1002.630,48.000
1.000,24.660,1002.590,42.400
0.000,23.300,1002.630,47.990
1.000,24.660,1002.590,42.400
0.000,23.300,1002.600,47.790
1.000,24.660,1002.610,42.420
0.000,23.300,1002.620,47.660
1.000,24.650,1002.590,42.410
0.000,23.310,1002.620,48.050
1.000,24.650,1002.580,42.410
0.000,23.300,1002.630,47.980
1.000,24.660,1002.600,42.390
0.000,23.310,1002.620,47.690
1.000,24.660,1002.600,42.430
0.000,23.300,1002.590,47.840
1.000,24.650,1002.590,42.450
0.000,23.300,1002.590,47.840
1.000,24.650,1002.570,42.410
0.000,23.300,1002.620,47.800
1.000,24.660,1002.610,42.420
0.000,23.300,1002.590,47.520
1.000,24.660,1002.570,42.420
0.000,23.300,1002.620,47.370
1.000,24.650,1002.600,42.430
0.000,23.310,1002.610,47.440
1.000,24.650,1002.560,42.450
0.000,23.310,1002.590,47.760
1.000,24.650,1002.600,42.460
0.000,23.310,1002.590,48.190
1.000,24.650,1002.600,42.460
0.000,23.310,1002.610,48.080
1.000,24.650,1002.590,42.440
0.000,23.300,1002.610,47.870
1.000,24.650,1002.590,42.440
0.000,23.310,1002.590,47.780
1.000,24.650,1002.590,42.440
0.000,23.310,1002.590,48.270
1.000,24.650,1002.570,42.440
0.000,23.310,1002.580,48.580
1.000,24.640,1002.550,42.450
0.000,23.310,1002.590,48.060
1.000,24.650,1002.570,42.430
0.000,23.310,1002.590,47.690
1.000,24.640,1002.600,42.390
0.000,23.310,1002.600,47.460
1.000,24.640,1002.580,42.370
0.000,23.310,1002.600,47.340
1.000,24.640,1002.610,42.330
0.000,23.300,1002.600,47.380
1.000,24.640,1002.580,42.310
0.000,23.300,1002.600,47.380
1.000,24.640,1002.570,42.270
0.000,23.310,1002.570,47.940
1.000,24.640,1002.610,42.310
0.000,23.310,1002.590,48.270
1.000,24.630,1002.580,42.290
0.000,23.310,1002.570,48.100
1.000,24.630,1002.540,42.290
0.000,23.310,1002.570,47.850
1.000,24.630,1002.550,42.280
0.000,23.310,1002.550,47.580
1.000,24.630,1002.570,42.270
0.000,23.310,1002.560,47.480
1.000,24.620,1002.540,42.260
0.000,23.310,1002.550,47.500
1.000,24.620,1002.540,42.260
0.000,23.310,1002.530,47.500
1.000,24.620,1002.560,42.280
0.000,23.310,1002.580,47.350
1.000,24.620,1002.550,42.310
0.000,23.310,1002.560,47.410
1.000,24.620,1002.580,42.290
0.000,23.310,1002.570,47.630
1.000,24.620,1002.570,42.310
0.000,23.320,1002.620,47.790
1.000,24.630,1002.600,42.320
0.000,23.320,1002.600,47.790
1.000,24.620,1002.580,42.330
0.000,23.310,1002.570,47.930
1.000,24.620,1002.580,42.340
0.000,23.320,1002.590,48.200
1.000,24.620,1002.560,42.340
0.000,23.320,1002.590,48.200
1.000,24.620,1002.600,42.350
0.000,23.320,1002.610,48.270
1.000,24.620,1002.590,42.350
0.000,23.310,1002.580,48.410
1.000,24.620,1002.580,42.330
0.000,23.320,1002.600,48.470
1.000,24.620,1002.580,42.340
0.000,23.320,1002.570,48.290
1.000,24.610,1002.550,42.330
0.000,23.320,1002.580,47.850
1.000,24.610,1002.570,42.500
0.000,23.320,1002.580,47.590
1.000,24.630,1002.560,42.570
0.000,23.320,1002.570,47.610
1.000,24.630,1002.560,42.570
0.000,23.320,1002.590,47.630
1.000,24.630,1002.560,42.640
0.000,23.320,1002.570,47.800
1.000,24.640,1002.570,42.660
0.000,23.310,1002.550,47.880
1.000,24.640,1002.560,42.670
0.000,23.310,1002.560,47.910
1.000,24.660,1002.570,42.630
0.000,23.310,1002.570,47.660
1.000,24.650,1002.570,42.590
0.000,23.320,1002.530,47.560
1.000,24.650,1002.530,42.590
0.000,23.320,1002.570,47.720
1.000,24.660,1002.540,42.620
0.000,23.320,1002.550,47.730
1.000,24.660,1002.510,42.630
0.000,23.320,1002.550,47.730
1.000,24.670,1002.530,42.590
0.000,23.320,1002.540,47.900
1.000,24.670,1002.570,42.590
0.000,23.320,1002.540,48.260
1.000,24.670,1002.540,42.580
0.000,23.320,1002.510,47.870
1.000,24.680,1002.530,42.580
0.000,23.320,1002.550,47.560
1.000,24.680,1002.510,42.580
0.000,23.320,1002.540,47.360
1.000,24.680,1002.520,42.570
0.000,23.320,1002.550,47.250
1.000,24.680,1002.520,42.570
0.000,23.320,1002.550,47.290
1.000,24.690,1002.500,42.550
0.000,23.320,1002.550,47.210
1.000,24.690,1002.520,42.540
0.000,23.320,1002.550,47.150
1.000,24.680,1002.490,42.440
0.000,23.320,1002.520,47.090
1.000,24.680,1002.500,42.380
0.000,23.320,1002.520,47.090
1.000,24.680,1002.510,42.380
0.000,23.320,1002.510,47.300
1.000,24.690,1002.540,42.410
0.000,23.320,1002.560,47.800
1.000,24.690,1002.530,42.420
0.000,23.330,1002.560,47.840
1.000,24.680,1002.530,42.430
0.000,23.330,1002.540,47.920
1.000,24.680,1002.510,42.430
0.000,23.330,1002.540,47.920
1.000,24.680,1002.510,42.430
0.000,23.330,1002.550,48.440
1.000,24.680,1002.520,42.420
0.000,23.330,1002.540,48.570
1.000,24.680,1002.510,42.430
0.000,23.330,1002.570,48.620
1.000,24.670,1002.510,42.430
0.000,23.330,1002.540,48.300
1.000,24.670,1002.510,42.420
0.000,23.330,1002.550,48.010
1.000,24.670,1002.530,42.430
0.000,23.330,1002.540,47.660
1.000,24.670,1002.530,42.430
0.000,23.330,1002.570,47.540
1.000,24.670,1002.500,42.450
0.000,23.330,1002.540,47.410
1.000,24.680,1002.520,42.460
0.000,23.330,1002.540,47.280
1.000,24.680,1002.530,42.480
0.000,23.330,1002.530,47.530
1.000,24.680,1002.520,42.490
0.000,23.330,1002.570,47.990
1.000,24.680,1002.520,42.460
0.000,23.330,1002.560,47.910
1.000,24.670,1002.520,42.530
0.000,23.330,1002.540,47.670
1.000,24.660,1002.520,42.570
0.000,23.330,1002.550,47.530
1.000,24.660,1002.530,42.670
0.000,23.330,1002.560,47.470
1.000,24.660,1002.520,42.660
0.000,23.330,1002.560,47.470
1.000,24.660,1002.510,42.640
0.000,23.330,1002.550,47.400
1.000,24.650,1002.510,42.670
0.000,23.330,1002.550,47.300
1.000,24.660,1002.530,42.660
0.000,23.330,1002.580,47.360
1.000,24.650,1002.520,42.660
0.000,23.330,1002.550,47.770
1.000,24.650,1002.520,42.660
0.000,23.340,1002.580,48.220
1.000,24.650,1002.530,42.660
0.000,23.330,1002.540,48.040
1.000,24.650,1002.530,42.640
0.000,23.330,1002.540,47.850
1.000,24.640,1002.520,42.600
0.000,23.330,1002.520,47.900
1.000,24.650,1002.560,42.780
0.000,23.340,1002.520,48.180
1.000,24.670,1002.540,43.070
0.000,23.340,1002.550,48.010
1.000,24.660,1002.540,43.040
0.000,23.340,1002.560,47.860
1.000,24.660,1002.530,43.040
0.000,23.330,1002.560,48.120
1.000,24.670,1002.510,43.030
0.000,23.340,1002.540,48.110
1.000,24.670,1002.510,43.000
0.000,23.340,1002.550,47.760
1.000,24.670,1002.530,43.010
0.000,23.340,1002.540,47.480
1.000,24.680,1002.520,43.040
0.000,23.340,1002.540,47.480
1.000,24.680,1002.530,43.060
0.000,23.330,1002.550,47.300
1.000,24.680,1002.520,43.100
0.000,23.330,1002.540,47.510
1.000,24.690,1002.510,43.060
0.000,23.330,1002.530,47.740
1.000,24.690,1002.520,43.220
0.000,23.340,1002.520,47.830
1.000,24.690,1002.520,43.220
0.000,23.340,1002.510,47.770
1.000,24.700,1002.540,43.250
0.000,23.340,1002.550,47.850
1.000,24.700,1002.520,43.210
0.000,23.340,1002.510,48.120
1.000,24.690,1002.550,43.110
0.000,23.340,1002.530,47.930
1.000,24.710,1002.560,43.360
0.000,23.340,1002.520,47.760
1.000,24.700,1002.550,43.300
0.000,23.350,1002.550,47.920
1.000,24.700,1002.550,43.370
0.000,23.340,1002.540,47.990
1.000,24.700,1002.540,43.550
